Clave,Unidad,Nombre,Cantidad,Costo,Precio,Cantidad Mínima,Precios Adicionales,Información Adicional,Categoría,Costo Promedio,
,,HEBILLA PAR FLOR,0.0,0.0,600.0,0.0,,,,0.0,
,,HEBILLAS COLA SIRENA,2.0,0.0,750.0,0.0,,,,0.0,
,,HEBILLAS FLOR,0.0,0.0,400.0,0.0,,,,0.0,
,,HEBILLAS MARIPOSA,0.0,0.0,250.0,0.0,,,,0.0,
,,HEBILLAS NIÑA,10.0,0.0,350.0,0.0,,,,0.0,
,,HEBILLAS TIC TAC,8.0,0.0,400.0,0.0,,,,0.0,
HILO COCER,,HILO COCER,0.0,0.0,600.0,1.0,,,,0.0,
HINCHA LABIO,,HINCHA LABIO,1.0,148.0,650.0,0.0,,,,148.0,
,,HINCHA LABIOS 2,12.0,0.0,1200.0,0.0,,,,0.0,
,,HINCHALABIOS 3,0.0,0.0,950.0,0.0,,,,0.0,
ILUMINADOR GRANDE,,ILUMINADOR GRANDE,0.0,0.0,2000.0,1.0,,,,0.0,
ILUMINADOR MED,,ILUMINADOR MED,0.0,0.0,1750.0,1.0,,,,0.0,
,,INCIENSO,6.0,0.0,650.0,0.0,,,,0.0,
JABONERA,,JABONERA,0.0,0.0,650.0,0.0,,,,0.0,
JOYERO,,JOYERO,0.0,0.0,950.0,0.0,,,,133.33,
JUEGO AGUA,,JUEGO AGUA,0.0,0.0,850.0,1.0,,,,0.0,
,,JUEGO ARETE ANILLO,0.0,0.0,3000.0,0.0,,,,0.0,
,,JUEGO ARETE CADENA,0.0,0.0,4500.0,0.0,,,,0.0,
JUEGO BROCHA CHICA,,JUEGO BROCHA CHICA,5.0,0.0,1100.0,1.0,,,,0.0,
JUEGOS BROCHA Y PEINE,,JUEGO BROCHA Y PEINE,3.0,0.0,650.0,1.0,,,,0.0,
,,JUEGO COSMETIQUERA,0.0,0.0,3500.0,0.0,,,,0.0,
JUEGO CUCHARONES,,JUEGO CUCHARONES,0.0,0.0,1800.0,0.0,,,,0.0,
JUEGO DE BROCHA,,JUEGO DE BROCHA,0.0,0.0,1550.0,0.0,,,,0.0,
JUEGO DE FELPAS GRANDE,,JUEGO DE FELPAS GRANDE,37.0,0.0,350.0,1.0,,,,0.0,
JUEGO DORMIR,,JUEGO DORMIR,0.0,0.0,3500.0,0.0,,,,0.0,
,,JUEGO ESTRELLAS,1.0,0.0,2800.0,0.0,,,,0.0,
JUEGO GLOBOS NAV,,JUEGO GLOBOS NAV,3.0,0.0,1550.0,0.0,,,,0.0,
,,JUGUETE CUERDA,0.0,0.0,2500.0,0.0,,,,0.0,
KIT 3 ESPONJA,,KIT 3 ESPONJA,3.0,0.0,500.0,0.0,,,,0.0,
KIT AGARRADERA,,KIT AGARRADERA,5.0,0.0,650.0,0.0,,,,0.0,
KIT ESPONJA ESTROPAJO,,KIT ESPONJA ESTROPAJO,4.0,0.0,750.0,0.0,,,,0.0,
KIT PARA UÑAS,,KIT PARA UÑAS,0.0,0.0,1500.0,1.0,,,,0.0,
KITTY,,KITTY,0.0,0.0,17500.0,0.0,,,,0.0,
LAPICERO 10 COLORES,,LAPICERO 10 COLORES,0.0,0.0,800.0,2.0,,,,0.0,
LAPICERO COLORES,,LAPICERO COLORES,1.0,0.0,150.0,0.0,,,,0.0,
,,LAPICERO MINI,18.0,0.0,650.0,0.0,,,,0.0,
LAZOS GRANDES 1,,LAZOS GRANDES 1,0.0,282.0,1200.0,0.0,,,,282.0,
LAZOS GRANDES 2,,LAZOS GRANDES 2,0.0,390.0,1300.0,0.0,,,,390.0,
,,LAZOS REBAJA,0.0,0.0,600.0,0.0,,,,0.0,
LEGO MOCHILA,,LEGO MOCHILA,0.0,0.0,2500.0,0.0,,,,0.0,
LEGO MÁGICO,,LEGO MÁGICO,2.0,223.0,2500.0,1.0,,,,223.0,
LEGO MÁGICO 1,,LEGO MÁGICO 1,2.0,0.0,2000.0,0.0,,,,0.0,
LEGOS 1,,LEGOS 1,110.0,556.0,1200.0,50.0,,,,332.79,
LEGOS 2,,LEGOS 2,70.0,667.0,1500.0,20.0,,,,487.31,
LENCERÍA,,LENCERÍA,0.0,0.0,4000.0,1.0,,,,0.0,
LENTES,,LENTES,1.0,482.0,3300.0,1.0,,,,482.0,
LIGA CABLE,,LIGA CABLE,22.0,28.0,100.0,3.0,,,,28.0,
LIGA CABLE PQTE,,LIGA CABLE PQTE,0.0,0.0,450.0,0.0,,,,0.0,
,,LIGA DETALLE,8.0,0.0,350.0,0.0,,,,0.0,
LIGA,,LIGA DETALLE 1,7.0,130.0,500.0,0.0,,,,130.0,
LIGA SILICONA 1,,LIGA SILICONA 1,0.0,0.0,600.0,2.0,,,,0.0,
LIGA SILICONA 2,,LIGA SILICONA 2,2.0,0.0,700.0,0.0,,,,0.0,
LIGA SILICONA SURTIDA,,LIGA SILICONA SURTIDA,0.0,185.0,800.0,1.0,,,,185.0,
LIMA DE UÑAS,,LIMA DE UÑAS,7.0,0.0,150.0,3.0,,,,0.0,
LLAVERO 3,,LLAVERO 3,0.0,282.0,1100.0,0.0,,,,282.0,
LLAVERO 4,,LLAVERO 4,2.0,556.0,1950.0,0.0,,,,556.0,
LLAVERO CON FIGURA,,LLAVERO CON FIGURA,24.0,267.0,1200.0,2.0,,,,267.0,
,,LLAVERO CUBO RUBIK,0.0,0.0,350.0,0.0,,,,0.0,
LLAVERO ESPONJA,,LLAVERO ESPONJA,0.0,0.0,1200.0,0.0,,,,0.0,
LLAVERO 1,,LLAVERO FASHION,6.0,390.0,2000.0,0.0,,,,390.0,
LLAVERO FASHION,,LLAVERO FASHION 1,1.0,0.0,800.0,0.0,,,,0.0,
,,LLAVERO FASHION 2,0.0,0.0,1500.0,0.0,,,,0.0,
LLAVERO FIGURA,,LLAVERO FIGURA,23.0,130.0,650.0,2.0,,,,130.0,
,,LLAVERO LETRA,0.0,0.0,350.0,0.0,,,,0.0,
LLAVERO LINTERNA,,LLAVERO LINTERNA,0.0,185.0,700.0,1.0,,,,185.0,
,,LLAVERO MINI STICH,8.0,0.0,500.0,0.0,,,,0.0,
,,LLAVERO MONEDERO 1,19.0,0.0,900.0,0.0,,,,0.0,
LLAVERO MONEDERO 1,,LLAVERO MONEDERO 3,0.0,0.0,400.0,1.0,,,,0.0,
,,LLAVERO MONEDERO 4,4.0,0.0,1100.0,0.0,,,,0.0,
,,LLAVERO MONEDERO 6,0.0,0.0,1500.0,0.0,,,,0.0,
LLAVERO MONEDERO 2,,LLAVERO MONEDERO BUBU,0.0,195.0,1300.0,0.0,,,,195.0,
,,LLAVERO OJO TURCO,3.0,0.0,750.0,0.0,,,,0.0,
LLAVERO ORUGA,,LLAVERO ORUGA,4.0,0.0,850.0,0.0,,,,0.0,
,,LLAVERO POMPOM,9.0,0.0,950.0,1.0,,,,0.0,
,,LLAVERO POMPOM 1,5.0,0.0,1050.0,0.0,,,,0.0,
LLAVERO POMPÓN,,LLAVERO POMPÓN,0.0,0.0,650.0,0.0,,,,0.0,
,,LLAVERO REBAJA,0.0,0.0,250.0,0.0,,,,0.0,
,,LLAVERO REBAJA 2,0.0,0.0,350.0,0.0,,,,0.0,
,,LLAVERO REBAJA 3,0.0,0.0,500.0,0.0,,,,0.0,
,,LLAVEROS MUÑE,0.0,0.0,1100.0,0.0,,,,0.0,
LOL,,LOL,0.0,2606.0,4500.0,1.0,,,,2606.0,
,,LONCHERAS,2.0,0.0,4000.0,0.0,,,,0.0,
LUCES BOMBILLO CHICO,,LUCES BOMBILLO CHICO,0.0,0.0,6500.0,1.0,,,,0.0,
LUCES BOMBILLO GRANDE,,LUCES BOMBILLO GRANDE,0.0,0.0,12000.0,1.0,,,,0.0,
LUCES EXTERIOR,,LUCES EXTERIOR,0.0,0.0,14000.0,0.0,,,,0.0,
LUCES NAV FIGURA,,LUCES NAV FIGURA,0.0,0.0,7500.0,1.0,,,,0.0,
LUCES NAV,,LUCES NAVIDAD,2.0,0.0,3500.0,1.0,,,,0.0,
LUZ NAV 1,,LUZ NAV 1,0.0,0.0,5000.0,0.0,,,,0.0,
LUZ NAV 2,,LUZ NAV 2,0.0,0.0,5500.0,0.0,,,,0.0,
LUZ NAV 3,,LUZ NAV 3,0.0,0.0,6500.0,0.0,,,,0.0,
LUZ NAV CORTINA,,LUZ NAV CORTINA,0.0,0.0,7500.0,0.0,,,,0.0,
LÁMPARA,,LÁMPARA,0.0,0.0,8000.0,1.0,,,,0.0,
LÁMPARA DE LUZ,,LÁMPARA DE LUZ,0.0,0.0,4000.0,1.0,,,,0.0,
LÁPIZ CEJA,,LÁPIZ CEJA,0.0,0.0,650.0,1.0,,,,0.0,
LÁPIZ CEJA CHICO,,LÁPIZ CEJA CHICO,6.0,0.0,400.0,2.0,,,,0.0,
LÁPIZ INFINITO,,LÁPIZ INFINITO,15.0,0.0,200.0,2.0,,,,0.0,
MACETAS GRANDES,,MACETAS GRANDES,0.0,0.0,2500.0,0.0,,,,0.0,
MACETAS MED,,MACETAS MED,0.0,0.0,1800.0,0.0,,,,0.0,
MACETAS MINI,,MACETAS MINI 1,0.0,0.0,1500.0,0.0,,,,0.0,
,,MACETAS MINI 2,0.0,0.0,1500.0,0.0,,,,0.0,
MACETAS SÚPER GRANDE,,MACETAS SÚPER GRANDE,0.0,0.0,2000.0,0.0,,,,0.0,
MANILLA 1,,MANILLA 1,1.0,0.0,1800.0,0.0,,,,0.0,
MANILLA 2,,MANILLA 2,15.0,586.0,2500.0,1.0,,,,378.81,
MANILLA 3,,MANILLA 3,1.0,0.0,850.0,0.0,,,,0.0,
MANILLA 4,,MANILLA 4,0.0,1303.0,4800.0,0.0,,,,1303.0,
,,MANILLA 5,0.0,0.0,3000.0,0.0,,,,0.0,
MANTEL,,MANTEL,0.0,0.0,3000.0,1.0,,,,0.0,
MARBELLINE,,MARBELLINE 1,5.0,167.0,650.0,1.0,,,,166.99,
,,MARBELLINE 2,9.0,0.0,1100.0,0.0,,,,0.0,
MARBELLINE DOBLE,,MARBELLINE DOBLE,0.0,0.0,850.0,0.0,,,,0.0,
MARCADOR PERMANENTE,,MARCADOR PERMANENTE,0.0,50.0,350.0,3.0,,,,49.35,
MASCARILLA FACIAL,,MASCARILLA FACIAL,9.0,0.0,550.0,0.0,,,,0.0,
MASCARILLA FACIAL 1,,MASCARILLA FACIAL 1,2.0,0.0,650.0,0.0,,,,0.0,
MASCARILLA LABIOS,,MASCARILLA LABIOS,12.0,111.0,450.0,2.0,,,,111.0,
MASCARILLA NARIZ,,MASCARILLA NARIZ,0.0,0.0,450.0,0.0,,,,0.0,
MASCARILLA OJOS,,MASCARILLA OJOS,0.0,45.0,450.0,0.0,,,,45.0,
MEDIAS DE H,,MEDIAS DE H,1.0,0.0,600.0,0.0,,,,0.0,
,,MEDIAS ESCUELA,9.0,0.0,850.0,0.0,,,,0.0,
,,MEDIAS ESCUELA 2,8.0,0.0,1000.0,0.0,,,,0.0,
,,MEDIAS KUROMI,5.0,0.0,950.0,0.0,,,,0.0,
,,MEDIAS MARCA,15.0,0.0,1300.0,0.0,,,,0.0,
MEDIAS MUÑE,,MEDIAS MUÑE 1,8.0,0.0,550.0,5.0,,,,0.0,
,,MEDIAS MUÑE 2,3.0,0.0,650.0,0.0,,,,0.0,
,,MEDIAS MUÑE 3,7.0,0.0,850.0,0.0,,,,0.0,
,,MEDIAS NAV,4.0,260.0,650.0,1.0,,,,260.0,
MEDIAS NIKE LARGAS,,MEDIAS NIKE LARGAS,0.0,282.0,950.0,1.0,,,,282.0,
,,MEDIAS SIMPLES,6.0,0.0,750.0,0.0,,,,0.0,
MEDIAS STICH,,MEDIAS STICH,0.0,282.0,750.0,1.0,,,,282.0,
MEDIDOR,,MEDIDOR,0.0,0.0,2000.0,1.0,,,,0.0,
MERENDERO 1,,MERENDERO 1,0.0,0.0,5500.0,1.0,,,,0.0,
MERENDERO 2,,MERENDERO 2,0.0,0.0,4800.0,1.0,,,,0.0,
MOCHILA COMBO LUZ,,MOCHILA COMBO LUZ,0.0,0.0,9750.0,1.0,,,,0.0,
MOCHILA DE MUJER,,MOCHILA DE MUJER,0.0,0.0,14500.0,1.0,,,,0.0,
MOCHILA DE SALIR,,MOCHILA DE SALIR,4.0,0.0,12000.0,0.0,,,,0.0,
MOCHILA,,MOCHILA NIÑO,0.0,0.0,7500.0,1.0,,,,0.0,
,,MOCHILA PELUCHE,0.0,0.0,4700.0,0.0,,,,0.0,
MOCHILA POPIT,,MOCHILA POPIT,0.0,1172.0,4300.0,1.0,,,,1172.0,
MOCHILA POPIT 1,,MOCHILA POPIT 1,0.0,0.0,4500.0,0.0,,,,0.0,
,,MOCHILA SIRENA,0.0,0.0,9500.0,0.0,,,,0.0,
,,MOCHILA UNICORNIO,0.0,0.0,6500.0,0.0,,,,0.0,
MONEDERO 10,,MONEDERO 10,0.0,2475.0,7600.0,0.0,,,,2475.0,
MONEDERO 11,,MONEDERO 11,0.0,0.0,8200.0,0.0,,,,0.0,
,,MONEDERO 12,6.0,0.0,4200.0,0.0,,,,0.0,
,,MONEDERO 13,1.0,0.0,3500.0,0.0,,,,0.0,
MONEDERO 2,,MONEDERO 2,1.0,0.0,5300.0,1.0,,,,0.0,
MONEDERO 3,,MONEDERO 3,1.0,0.0,5500.0,0.0,,,,0.0,
MONEDERO 4,,MONEDERO 4,2.0,0.0,6500.0,1.0,,,,0.0,
MONEDERO 5,,MONEDERO 5,0.0,0.0,6800.0,1.0,,,,0.0,
MONEDERO 6,,MONEDERO 6,5.0,1954.0,6000.0,0.0,,,,1954.0,
MONEDERO 7,,MONEDERO 7,0.0,2667.0,8000.0,0.0,,,,2667.0,
,,MONEDERO 8,1.0,0.0,4500.0,0.0,,,,0.0,
MONEDERO 9,,MONEDERO 9,0.0,2215.0,7000.0,0.0,,,,2215.0,
MONEDERO CARTERITA,,MONEDERO CARTERITA,3.0,0.0,6500.0,1.0,,,,0.0,
MONEDERO CARTERITA 2,,MONEDERO CARTERITA 2,0.0,0.0,6000.0,0.0,,,,0.0,
,,MONEDERO CARTERITA REBAJA,0.0,0.0,3500.0,0.0,,,,0.0,
MONEDERO DOBLE,,MONEDERO DOBLE,0.0,0.0,2400.0,1.0,,,,0.0,
MONEDERO SENCILLO,,MONEDERO SENCILLO,0.0,0.0,2100.0,1.0,,,,0.0,
MOUSE,,MOUSE,0.0,0.0,3500.0,1.0,,,,0.0,
,,MOÑO CORTO,3.0,0.0,2500.0,0.0,,,,0.0,
,,MOÑO LARGO,3.0,0.0,5000.0,0.0,,,,0.0,
MOÑO LAZO,,MOÑO LAZO,0.0,0.0,200.0,0.0,,,,0.0,
,,MUÑECO ARENA,0.0,0.0,1200.0,0.0,,,,0.0,
MUÑECO NAV,,MUÑECO NAV,0.0,0.0,4500.0,0.0,,,,0.0,
,,MUÑECO NAV 2,1.0,0.0,6300.0,0.0,,,,0.0,
,,MUÑECO SALTARIN,0.0,0.0,3000.0,0.0,,,,0.0,
MUÑECO SANTA,,MUÑECO SANTA,0.0,0.0,6800.0,0.0,,,,0.0,
MUÑECO SILICONA,,MUÑECO SILICONA,0.0,370.0,1350.0,0.0,,,,370.0,
MUÑEQUERA,,MUÑEQUERA,0.0,0.0,1000.0,0.0,,,,0.0,
NAILON REGALO 1,,NAILON REGALO 1,0.0,0.0,250.0,0.0,,,,0.0,
NEZUCO,,NEZUCO,0.0,0.0,6800.0,1.0,,,,0.0,
,,OJOS HALLOWEEN,0.0,0.0,200.0,0.0,,,,0.0,
ONE PIECE,,ONE PIECE,0.0,0.0,9000.0,1.0,,,,0.0,
ONE PIECE CHICO,,ONE PIECE CHICO,9.0,752.0,2750.0,0.0,,,,752.0,
ONE PIECE GRAND,,ONE PIECE GRAND,3.0,1746.0,5300.0,0.0,,,,1746.0,
ORGANIZADORES,,ORGANIZADORES,1.0,0.0,950.0,0.0,,,,0.0,
,,OSITO DECORACIÓN,0.0,0.0,300.0,0.0,,,,0.0,
OSITOS DECORAR,,OSITOS DECORAR,0.0,0.0,600.0,0.0,,,,0.0,
PACHANGA,,PACHANGA,0.0,0.0,3800.0,1.0,,,,0.0,
PANDORA 1,,PANDORA 1,2.0,0.0,2800.0,0.0,,,,0.0,
PANDORA 2,,PANDORA 2,0.0,0.0,2800.0,1.0,,,,0.0,
PANDORA 3,,PANDORA 3,2.0,0.0,3200.0,0.0,,,,0.0,
PANDORA PULSO,,PANDORA PULSO,0.0,0.0,600.0,0.0,,,,0.0,
,,PANDORA REBAJA,0.0,0.0,500.0,0.0,,,,0.0,
PANTYS,,PANTYS,0.0,434.0,1800.0,0.0,,,,434.0,
PAQUETE  FELPA,,PAQUETE  FELPA,13.0,0.0,650.0,1.0,,,,0.0,
,,PAQUETE BOLA NAV,1.0,0.0,3000.0,0.0,,,,0.0,
,,PAQUETE BOLA NAV 1,13.0,0.0,1400.0,0.0,,,,0.0,
PAQUETE FELPA SURTIDO,,PAQUETE FELPA SURTIDO,0.0,0.0,650.0,0.0,,,,0.0,
,,PAQUETE HEBILLA BUBU,8.0,0.0,650.0,0.0,,,,0.0,
,,PAQUETE HEBILLA FELPA STICH,4.0,0.0,1200.0,0.0,,,,0.0,
,,PAQUETE HEBILLA PELLIZQUITO,10.0,0.0,750.0,0.0,,,,0.0,
,,PAQUETE HEBILLA TIC TAC,18.0,0.0,800.0,0.0,,,,0.0,
,,PAQUETE PELLIZCO,5.0,0.0,900.0,0.0,,,,0.0,
PAQUETE PELLIZCO 1,,PAQUETE PELLIZCO 1,7.0,0.0,650.0,0.0,,,,0.0,
,,PAQUETE PELLIZCO 2,6.0,0.0,850.0,0.0,,,,0.0,
,,PAQUETE PELLIZCO FELPA,6.0,0.0,750.0,0.0,,,,0.0,
PAQUETE PELLIZCO,,PAQUETE PELLIZCO HEBILLA,0.0,0.0,750.0,1.0,,,,0.0,
,,PAQUETE PELLIZCO HEBILLA 1,5.0,0.0,900.0,0.0,,,,0.0,
,,PAQUETE PELLIZCO NAV,6.0,0.0,750.0,0.0,,,,0.0,
PAQUETE PIÑA NAV,,PAQUETE PIÑA NAV,0.0,0.0,750.0,0.0,,,,0.0,
PAQUETICO PELLIZCO,,PAQUETICO PELLIZCO,5.0,0.0,300.0,0.0,,,,0.0,
PAR ARETE 1,,PAR ARETE 1,0.0,0.0,450.0,1.0,,,,0.0,
PAR ARETES,,PAR ARETES,2.0,0.0,1500.0,0.0,,,,0.0,
PAR ARETES 1,,PAR ARETES 1,6.0,217.0,550.0,0.0,,,,217.0,
PAR PEINE,,PAR PEINE,0.0,0.0,500.0,1.0,,,,0.0,
PATICOS,,PATICOS,18.0,65.0,250.0,0.0,,,,65.0,
PAÑOS DE COCINA,,PAÑOS DE COCINA,0.0,0.0,450.0,1.0,,,,0.0,
,,PAÑUELO CABEZA HOMBRE,0.0,0.0,1500.0,0.0,,,,0.0,
,,PAÑUELO PINTA,2.0,0.0,950.0,0.0,,,,0.0,
PEACH,,PEACH,0.0,0.0,5000.0,0.0,,,,0.0,
PECHERA,,PECHERA,5.0,1445.0,6800.0,1.0,,,,1445.0,
PECHERA PERRO CHICA,,PECHERA PERRO CHICA,0.0,0.0,1950.0,0.0,,,,0.0,
PECHERA PERRO GRANDE,,PECHERA PERRO GRANDE,0.0,0.0,2000.0,0.0,,,,0.0,
,,PECHERA PRO,0.0,0.0,6800.0,0.0,,,,0.0,
,,PECHERA REBAJA,0.0,0.0,2000.0,0.0,,,,0.0,
PEINE MINI,,PEINE MINI,1.0,0.0,500.0,0.0,,,,0.0,
,,PELLIZCO,16.0,0.0,1000.0,0.0,,,,0.0,
PELLIZCO 1,,PELLIZCO 1,8.0,0.0,150.0,5.0,,,,0.0,
PELLIZCO 10,,PELLIZCO 10,3.0,0.0,1500.0,0.0,,,,0.0,
,,PELLIZCO 11,27.0,0.0,250.0,0.0,,,,0.0,
,,PELLIZCO 12,4.0,0.0,950.0,0.0,,,,0.0,
PELLIZCO 2,,PELLIZCO 2,68.0,0.0,350.0,3.0,,,,0.0,
PELLIZCO 3,,PELLIZCO 3,25.0,0.0,500.0,5.0,,,,0.0,
PELLIZCO 4,,PELLIZCO 4,12.0,130.0,650.0,3.0,,,,129.8,
PELLIZCO 450,,PELLIZCO 450,8.0,0.0,450.0,0.0,,,,0.0,
PELLIZCO 5,,PELLIZCO 5,12.0,0.0,850.0,2.0,,,,0.0,
PELLIZCO 6,,PELLIZCO 6,3.0,0.0,900.0,0.0,,,,0.0,
PELLIZCO 7,,PELLIZCO 7,36.0,93.0,400.0,0.0,,,,89.19,
PELLIZCO 8,,PELLIZCO 8,13.0,0.0,700.0,0.0,,,,0.0,
PELLIZCO 9,,PELLIZCO 9,8.0,334.0,1200.0,0.0,,,,334.0,
,,PELLIZCOS 13,1.0,0.0,550.0,0.0,,,,0.0,
,,PELLIZCOS 14,23.0,0.0,750.0,0.0,,,,0.0,
PELOTAS CHICAS,,PELOTAS CHICAS,4.0,667.0,3500.0,0.0,,,,667.0,
PELOTAS FÚTBOL,,PELOTAS FÚTBOL,2.0,1111.0,5000.0,0.0,,,,1111.0,
PELOTAS MED,,PELOTAS MED,8.0,222.0,1000.0,1.0,,,,222.0,
PELOTAS RETORNO,,PELOTAS RETORNO,0.0,130.0,500.0,0.0,,,,130.0,
PELOTICA,,PELOTICA,0.0,0.0,350.0,0.0,,,,0.0,
PELOTICA 1,,PELOTICA 1,7.0,0.0,750.0,0.0,,,,0.0,
PELOTICA 2,,PELOTICA 2,0.0,0.0,550.0,0.0,,,,0.0,
PELUCHE 1,,PELUCHE 1,0.0,0.0,3500.0,2.0,,,,0.0,
PERFILADOR CEJA,,PERFILADOR CEJA,15.0,32.0,350.0,1.0,,,,31.46,
PERFUME,,PERFUME,1.0,600.0,3000.0,0.0,,,,600.0,
PERFUME DE BOLSO,,PERFUME DE BOLSO,6.0,312.0,1200.0,1.0,,,,312.0,
PERFUME LARGO,,PERFUME LARGO,0.0,312.0,1500.0,0.0,,,,312.0,
PESONERA CHICA,,PESONERA,1.0,282.0,1500.0,0.0,,,,282.0,
PESONERA GRANDE,,PESONERA GRANDE,0.0,0.0,2300.0,1.0,,,,0.0,
,,PESONERA PAR,15.0,0.0,300.0,0.0,,,,0.0,
PESTAÑA 2,,PESTAÑA 2,1.0,0.0,450.0,0.0,,,,0.0,
PESTAÑA 3,,PESTAÑA 3,5.0,0.0,650.0,1.0,,,,0.0,
,,PESTAÑAS PELO A PELO,0.0,0.0,650.0,0.0,,,,0.0,
PICO PATO,,PICO PATO,7.0,167.0,800.0,0.0,,,,178.5,
,,PIKACHU PELUCHE CHICO,0.0,0.0,13500.0,0.0,,,,0.0,
,,PIKACHU PELUCHE GRANDE,1.0,0.0,21000.0,0.0,,,,0.0,
PINCEL DE CEJA,,PINCEL DE CEJA,10.0,0.0,750.0,0.0,,,,0.0,
PINCEL DE CEJAS,,PINCEL DE CEJAS DOBLE,1.0,0.0,950.0,0.0,,,,0.0,
,,PINES SAPO,0.0,0.0,300.0,0.0,,,,0.0,
,,PINGÜINO LUZ,0.0,0.0,800.0,0.0,,,,0.0,
,,PINTA PELO,4.0,0.0,1200.0,0.0,,,,0.0,
PINTURA DE UÑAS,,PINTURA DE UÑAS,27.0,0.0,950.0,2.0,,,,0.0,
PINTURA UÑA CHICA,,PINTURA UÑA CHICA,1.0,70.0,500.0,0.0,,,,70.0,
PINZA CEJA,,PINZA CEJA,0.0,0.0,200.0,0.0,,,,0.0,
,,PISTOLA BURBUJAS,0.0,0.0,2500.0,0.0,,,,0.0,
PLANTILLAS,,PLANTILLAS 1,18.0,0.0,650.0,1.0,,,,0.0,
,,PLANTILLAS 2,5.0,0.0,850.0,0.0,,,,0.0,
POCHITA,,POCHITA,1.0,0.0,4500.0,0.0,,,,0.0,
POLVO TRASLÚCIDO,,POLVO TRASLÚCIDO,0.0,0.0,1700.0,1.0,,,,0.0,
PORTAMINAS,,PORTAMINAS,0.0,0.0,400.0,1.0,,,,0.0,
PORTAPAÑO,,PORTAPAÑO,0.0,0.0,800.0,1.0,,,,0.0,
PORTAPAÑO 2,,PORTAPAÑO 2,0.0,0.0,900.0,0.0,,,,0.0,
PORTASERVILLETA,,PORTASERVILLETA,2.0,0.0,500.0,0.0,,,,0.0,
,,POZUELO CHICO,0.0,0.0,850.0,0.0,,,,0.0,
,,POZUELO GRANDE,0.0,0.0,1200.0,0.0,,,,0.0,
,,POZUELO MEDIANO,0.0,0.0,950.0,0.0,,,,0.0,
,,POZUELO MINI,0.0,0.0,500.0,0.0,,,,0.0,
PRIMER,,PRIMER,3.0,200.0,1600.0,1.0,,,,185.0,
PROTECTOR SOLAR,,PROTECTOR SOLAR,0.0,266.0,950.0,0.0,,,,266.0,
,,PUERCOS AGUA,0.0,0.0,550.0,0.0,,,,0.0,
PUFF,,PUFF,12.0,0.0,450.0,0.0,,,,0.0,
,,PUFF EXFOLIANTE,0.0,0.0,550.0,0.0,,,,0.0,
,,PULSERA PAREJA,0.0,0.0,1200.0,0.0,,,,0.0,
,,PULSO TURCO,13.0,0.0,750.0,0.0,,,,0.0,
,,PULSOS,16.0,0.0,750.0,2.0,,,,0.0,
,,PULSOS CARACOL,29.0,0.0,600.0,0.0,,,,0.0,
,,PULSOS CONJUNTO,1.0,0.0,650.0,0.0,,,,0.0,
,,PULSOS CUERO,0.0,0.0,700.0,0.0,,,,0.0,
HILO ROJO,,PULSOS HILO ROJO,4.0,130.0,600.0,1.0,,,,130.0,
,,PULSOS NIÑA,8.0,0.0,450.0,0.0,,,,0.0,
,,PULSOS OJO TURCO,0.0,0.0,750.0,0.0,,,,0.0,
,,PULSOS PERLA,9.0,0.0,600.0,0.0,,,,0.0,
,,PULSOS YING YANG,0.0,0.0,650.0,0.0,,,,0.0,
PÓSTER,,PÓSTER,0.0,0.0,3500.0,0.0,,,,0.0,
QUITA DUREZA,,QUITA DUREZA,3.0,0.0,950.0,1.0,,,,0.0,
QUITA DUREZA 1,,QUITA DUREZA 1,0.0,0.0,600.0,0.0,,,,0.0,
QUITA PELUSA,,QUITA PELUSA,0.0,0.0,1200.0,1.0,,,,0.0,
RABO GATO,,RABO GATO,0.0,0.0,500.0,0.0,,,,0.0,
,,RABO GATO HALLOWEEN,0.0,0.0,1200.0,0.0,,,,0.0,
RASURADORA,,RASURADORA,0.0,1303.0,4000.0,0.0,,,,1303.0,
RAYADOR,,RAYADOR,0.0,0.0,1500.0,1.0,,,,0.0,
RAYADOR 1,,RAYADOR 1,0.0,0.0,850.0,0.0,,,,0.0,
REDESILLA,,REDESILLA,14.0,0.0,400.0,1.0,,,,0.0,
,,RELOJ NIÑO,1.0,0.0,3200.0,0.0,,,,0.0,
RESORTE CHICO,,RESORTE CHICO,0.0,0.0,500.0,0.0,,,,0.0,
RESORTE GRANDE,,RESORTE GRANDE,0.0,0.0,600.0,1.0,,,,0.0,
RESORTE MED,,RESORTE MED,0.0,0.0,550.0,1.0,,,,0.0,
RESORTE SUPER GRANDE,,RESORTE SUPER GRANDE,0.0,0.0,850.0,1.0,,,,0.0,
RIZADOR PESTAÑA,,RIZADOR PESTAÑA,9.0,0.0,1200.0,1.0,,,,0.0,
,,RIÑONERA REBAJA,0.0,0.0,3000.0,0.0,,,,0.0,
RIÑONERAS 2,,RIÑONERAS 2,0.0,1112.0,6000.0,1.0,,,,1112.0,
RIÑONERAS 3,,RIÑONERAS 3,0.0,2606.0,7500.0,1.0,,,,2606.0,
,,RUBOR,11.0,0.0,1700.0,0.0,,,,0.0,
SACA-CORCHO,,SACA-CORCHO,1.0,0.0,1800.0,0.0,,,,0.0,
SACAPIOJO,,SACAPIOJO,6.0,195.0,800.0,1.0,,,,194.57,
SALVAVIDAS,,SALVAVIDAS,0.0,521.0,2500.0,0.0,,,,521.0,
