Clave,Unidad,Nombre,Cantidad,Costo,Precio,Cantidad Mínima,Precios Adicionales,Información Adicional,Categoría,Costo Promedio,
FUNKOS CHICOS,,FUNKOS CHICOS,6.0,0.0,2300.0,0.0,,,,0.0,
,,FUNKOS GRANDES,0.0,0.0,2000.0,0.0,,,,0.0,
GAFAS DE ADULTO,,GAFAS DE ADULTO,10.0,0.0,2500.0,0.0,,,,0.0,
GAFAS DE NIÑOS,,GAFAS DE NIÑOS,6.0,0.0,1500.0,0.0,,,,0.0,
,,GAFAS FASHION,2.0,0.0,3800.0,0.0,,,,0.0,
,,GAFAS HALLOWEEN,0.0,0.0,500.0,0.0,,,,0.0,
,,GANCHO COCINA,0.0,0.0,850.0,0.0,,,,0.0,
GANCHO PELO 1,,GANCHO PELO 1,3.0,162.0,600.0,0.0,,,,162.0,
GANCHO PELO 2,,GANCHO PELO 2,16.0,67.0,450.0,0.0,,,,67.0,
GEL FACIAL,,GEL FACIAL,3.0,0.0,1300.0,0.0,,,,0.0,
GIRASOLES,,GIRASOLES,0.0,1000.0,1000.0,0.0,,,,1000.0,
GLOBO 2,,GLOBO 2,0.0,38.0,250.0,0.0,,,,38.0,
GLOBO DETALLE,,GLOBO DETALLE,0.0,105.0,600.0,0.0,,,,105.0,
GLOBO INFLABLE,,GLOBO INFLABLE,0.0,515.0,2500.0,0.0,,,,515.0,
GLOBO MINI,,GLOBO MINI,0.0,50.0,300.0,0.0,,,,50.0,
GLOBO NAV,,GLOBO NAV,2.0,0.0,350.0,0.0,,,,0.0,
GLOBOS,,GLOBOS,0.0,0.0,10.0,0.0,,,,0.0,
GLOBOS DE NÚMEROS,,GLOBOS DE NÚMEROS,0.0,0.0,450.0,0.0,,,,0.0,
GOKU 1,,GOKU 1,6.0,0.0,2500.0,0.0,,,,0.0,
GOKU 2,,GOKU 2,1.0,0.0,2150.0,0.0,,,,0.0,
GOKU 3,,GOKU 3,4.0,0.0,3500.0,0.0,,,,0.0,
,,GOMA LOCA,0.0,0.0,150.0,0.0,,,,0.0,
,,GOMA LOCA 2,31.0,0.0,200.0,0.0,,,,0.0,
GOMAS DE BORRAR,,GOMAS DE BORRAR,0.0,0.0,150.0,0.0,,,,0.0,
GOMAS DE BORRAR RETRÁCTIL,,GOMAS DE BORRAR RETRÁCTIL,0.0,0.0,450.0,0.0,,,,0.0,
GOMAS DE PESTAÑAS,,GOMAS DE PESTAÑAS,20.0,0.0,600.0,0.0,,,,0.0,
GORRAS DE H,,GORRAS DE HOMBRE,8.0,889.0,4000.0,0.0,,,,876.85,
GORRAS DE NIÑO,,GORRAS DE NIÑO,4.0,778.0,2800.0,0.0,,,,311.2,
GORRAS MINNIE,,GORRAS MINNIE,0.0,0.0,2200.0,0.0,,,,0.0,
,,GORRO ZATÍN,0.0,0.0,1700.0,0.0,,,,0.0,
GROOTH,,GROOTH,0.0,0.0,38500.0,0.0,,,,0.0,
GUANTES CHIQUITO,,GUANTES CHIQUITO,0.0,0.0,1150.0,0.0,,,,0.0,
GUANTES DE HOMBRE,,GUANTES DE HOMBRE,0.0,0.0,3200.0,0.0,,Motoristas,,0.0,
GUANTES GRANDES,,GUANTES GRANDES,0.0,0.0,1400.0,0.0,,,,0.0,
GUANTES MEDIANOS,,GUANTES MEDIANOS,0.0,0.0,1500.0,0.0,,,,0.0,
GUANTES NAV 3,,GUANTES NAV 3,0.0,0.0,650.0,0.0,,,,0.0,
GUANTES NAV 4,,GUANTES NAV 4,0.0,0.0,950.0,0.0,,,,0.0,
GUANTES NAV ADULTO,,GUANTES NAV ADULTO,0.0,0.0,1200.0,0.0,,,,0.0,
GUANTES NIÑO,,GUANTES NIÑO,2.0,0.0,1150.0,0.0,,,,0.0,
GUIRNALDAS,,GUIRNALDAS,0.0,0.0,600.0,0.0,,,,0.0,
,,HEBILLA DETALLE,9.0,0.0,650.0,0.0,,,,0.0,
HEBILLA LAZO,,HEBILLA LAZO,2.0,240.0,550.0,0.0,,,,240.0,
,,HEBILLA MUÑE,14.0,0.0,850.0,0.0,,,,0.0,
HEBILLA TRÍO,,HEBILLA TRÍO,1.0,152.0,650.0,0.0,,,,152.0,
,,HEBILLAS COLA SIRENA,3.0,0.0,750.0,0.0,,,,0.0,
,,HEBILLAS FLOR,6.0,0.0,750.0,0.0,,,,0.0,
HEBILLAS LAZO,,HEBILLAS LAZO,1.0,152.0,800.0,0.0,,,,152.0,
HEBILLAS 2,,HEBILLAS LAZO 1,7.0,85.0,750.0,0.0,,,,29.57,
,,HEBILLAS MARIPOSA,5.0,0.0,850.0,0.0,,,,0.0,
,,HEBILLAS NIÑA,11.0,0.0,350.0,0.0,,,,0.0,
HEBILLAS 1,,HEBILLAS PAR,4.0,148.0,550.0,0.0,,,,148.0,
,,HEBILLAS PAR FLOR,0.0,0.0,600.0,0.0,,,,0.0,
,,HEBILLAS TIC TAC,0.0,0.0,400.0,0.0,,,,0.0,
HILO DE COCER,,HILO DE COCER,0.0,0.0,500.0,0.0,,,,0.0,
HINCHA LABIO,,HINCHA LABIO,5.0,148.0,650.0,0.0,,,,148.0,
,,HINCHALABIOS 2,1.0,0.0,700.0,0.0,,,,0.0,
,,HINCHALABIOS 3,11.0,0.0,1200.0,0.0,,,,0.0,
HUESO PERRO,,HUESO PERRO,0.0,208.0,600.0,0.0,,,,208.0,
HUEVO,,HUEVO,0.0,0.0,1450.0,0.0,,Muñeco adentro,,0.0,
ILUMINADOR CHICO,,ILUMINADOR CHICO,0.0,0.0,850.0,0.0,,,,0.0,
ILUMINADOR MEDIANO,,ILUMINADOR MEDIANO,0.0,0.0,1750.0,0.0,,,,0.0,
INCIENSO,,INCIENSO,0.0,0.0,450.0,0.0,,,,0.0,
INCIENSOS GRANDES,,INCIENSOS GRANDES,17.0,140.0,650.0,0.0,,,,140.0,
JABAS CHICAS,,JABAS CHICAS,0.0,0.0,400.0,0.0,,,,0.0,
JABAS GRANDES,,JABAS GRANDES,0.0,0.0,500.0,0.0,,,,0.0,
JABONERA,,JABONERA,0.0,200.0,500.0,0.0,,,,200.0,
JOYERO,,JOYERO,0.0,400.0,950.0,0.0,,,,400.0,
,,JUEGO ARETE ANILLO,0.0,0.0,3000.0,0.0,,,,0.0,
JUEGO BOTONES,,JUEGO BOTONES,0.0,0.0,2300.0,0.0,,,,0.0,
,,JUEGO COSMETIQUERA,0.0,0.0,3500.0,0.0,,,,0.0,
JUEGO CUCHARONES,,JUEGO CUCHARONES,0.0,600.0,1800.0,0.0,,,,600.0,
JUEGO DE AGUA,,JUEGO DE AGUA,0.0,0.0,850.0,0.0,,,,0.0,
JUEGO DE BIBERÓN,,JUEGO DE BIBERÓN,0.0,0.0,1600.0,0.0,,,,0.0,
JUEGO DE BROCHA,,JUEGO DE BROCHA,0.0,357.0,1550.0,0.0,,,,357.0,
JUEGO DE BROCHA Y PEINE,,JUEGO DE BROCHA Y PEINE,0.0,0.0,650.0,0.0,,,,0.0,
JUEGO DE DORMIR,,JUEGO DE DORMIR,2.0,0.0,3500.0,0.0,,,,0.0,
JUEGO DE FELPA GRANDE,,JUEGO DE FELPA GRANDE,14.0,0.0,350.0,0.0,,,,0.0,
JUEGO DE LENCERÍA,,JUEGO DE LENCERÍA,0.0,0.0,3800.0,0.0,,,,0.0,
JUEGO DE REGLAS FLEXIBLES,,JUEGO DE REGLAS FLEXIBLES,0.0,0.0,400.0,0.0,,,,0.0,
,,JUEGO ESTRELLAS,1.0,0.0,2800.0,0.0,,,,0.0,
JUEGO FELPA CHICA,,JUEGO FELPA CHICA,0.0,40.0,350.0,0.0,,,,40.0,
JUEGO GLOBOS NAV,,JUEGO GLOBOS NAV,0.0,0.0,1550.0,0.0,,,,0.0,
,,JUEGO LIGA CABLE,4.0,0.0,600.0,0.0,,,,0.0,
JUEGO MANICURE,,JUEGO MANICURE,0.0,123.0,600.0,0.0,,,,123.0,
JUEGO TOTORO,,JUEGO TOTORO,0.0,0.0,4000.0,0.0,,,,0.0,
JUEGO VASO,,JUEGO VASO,0.0,300.0,750.0,0.0,,,,300.0,
,,JUGUETES CUERDA,0.0,0.0,2500.0,0.0,,,,0.0,
KIT 3 ESPONJA,,KIT 3 ESPONJA,4.0,220.0,500.0,0.0,,,,220.0,
KIT AGARRADERA,,KIT AGARRADERA,1.0,230.0,650.0,0.0,,,,230.0,
KIT DE ESPONJAS DE FREGAR,,KIT DE ESPONJAS DE FREGAR,0.0,0.0,890.0,0.0,,,,0.0,
KIT DE ESTROPAJO,,KIT DE ESTROPAJO,0.0,0.0,400.0,0.0,,,,0.0,
KIT ESPONJA ESTROPAJO,,KIT ESPONJA ESTROPAJO,0.0,330.0,750.0,0.0,,,,330.0,
KIT LONCHERAS,,KIT LONCHERAS,0.0,0.0,2500.0,0.0,,,,0.0,
KIT PARA UÑAS,,KIT PARA UÑAS,1.0,0.0,1500.0,0.0,,,,0.0,
KITTY,,KITTY,0.0,3390.0,10000.0,0.0,,,,3390.0,
LAMPARAS,,LAMPARAS,0.0,3390.0,8000.0,0.0,,,,1695.0,
LAMPARAS DINO,,LAMPARAS DINO,0.0,0.0,4250.0,0.0,,,,0.0,
LAMPARAS LUZ,,LAMPARAS LUZ,0.0,0.0,6000.0,0.0,,,,0.0,
LAMPARAS LUZ REBAJA,,LAMPARAS LUZ REBAJA,0.0,0.0,3200.0,0.0,,,,0.0,
LAPICERO 10 COLORES,,LAPICERO 10 COLORES,0.0,0.0,800.0,0.0,,,,0.0,
,,LAPICERO MINI,14.0,0.0,650.0,0.0,,,,0.0,
LAPICEROS DE COLORES,,LAPICERO SIRENA,9.0,0.0,850.0,0.0,,,,0.0,
LAPIZ DE CEJA CHICO,,LAPIZ DE CEJA CHICO,2.0,0.0,400.0,0.0,,,,0.0,
LAPIZ INFINITO,,LAPIZ INFINITO,6.0,0.0,200.0,0.0,,,,0.0,
LAZOS GRANDES 1,,LAZOS GRANDES 1,0.0,282.0,600.0,0.0,,,,282.0,
LAZOS GRANDES 2,,LAZOS GRANDES 2,0.0,390.0,1300.0,0.0,,,,390.0,
LEGO CARRO,,LEGO CARRO,0.0,0.0,5000.0,0.0,,,,0.0,
LEGO MOCHILA,,LEGO MOCHILA,0.0,1200.0,2500.0,0.0,,,,1200.0,
LEGO MÁGICO,,LEGO MÁGICO,1.0,223.0,2500.0,0.0,,,,203.18,
LEGO MÁGICO CH,,LEGO MÁGICO CH,0.0,0.0,2000.0,0.0,,,,0.0,
LEGOS,,LEGOS,47.0,556.0,1200.0,0.0,,,,527.77,
LEGOS 2,,LEGOS 2,95.0,667.0,1500.0,0.0,,,,654.69,
LEGOS FUNKO,,LEGOS FUNKO,0.0,0.0,1500.0,0.0,,,,0.0,
LEGOS NUEVOS,,LEGOS NUEVOS,1.0,0.0,850.0,0.0,,,,0.0,
LENTES,,LENTES,2.0,482.0,3300.0,0.0,,,,482.0,
LICRAS 1,,LICRAS 1,0.0,0.0,1500.0,0.0,,,,0.0,
LICRAS 2,,LICRAS 2,0.0,0.0,2500.0,0.0,,,,0.0,
,,LICRAS FAJA,6.0,0.0,4200.0,0.0,,,,0.0,
LIGA CABLE,,LIGA CABLE,9.0,28.0,100.0,0.0,,,,28.0,
,,LIGA DETALLE,8.0,0.0,350.0,0.0,,,,0.0,
LIGA CABLE PQTE,,LIGA DETALLE 1,11.0,140.0,500.0,0.0,,,,140.0,
LIGAS DE CABLES,,LIGAS DE CABLES,0.0,0.0,200.0,0.0,,,,0.0,
LIGAS SILICONA 1,,LIGAS SILICONA 1,0.0,74.0,600.0,0.0,,,,68.31,
LIGAS SILICONA 2,,LIGAS SILICONA 2,8.0,0.0,700.0,0.0,,,,0.0,
LIGAS SURTIDA,,LIGAS SURTIDA,4.0,185.0,800.0,0.0,,,,181.12,
LIMA DE UÑA,,LIMA DE UÑA,0.0,0.0,150.0,0.0,,,,0.0,
LLAVERO 4,,LLAVERO 4,5.0,556.0,1950.0,0.0,,,,556.0,
,,LLAVERO CUBO RUBIK,0.0,0.0,350.0,0.0,,,,0.0,
LLAVERO ESPONJA,,LLAVERO ESPONJA,0.0,0.0,1200.0,0.0,,,,0.0,
LLAVERO FASHION,,LLAVERO FASHION 1,16.0,133.0,2000.0,0.0,,,,133.0,
,,LLAVERO FASHION 2,2.0,0.0,1500.0,0.0,,,,0.0,
LLAVERO 1,,LLAVERO FIGURA,28.0,282.0,650.0,0.0,,,,282.0,
,,LLAVERO LETRA,2.0,0.0,350.0,0.0,,,,0.0,
LLAVERO LINTERNA,,LLAVERO LINTERNA,6.0,185.0,700.0,0.0,,,,185.0,
LLAVERO 3,,LLAVERO MINI STICH,13.0,390.0,500.0,1.0,,,,390.0,
LLAVERO MONEDERO 1,,LLAVERO MONEDERO 1,0.0,195.0,650.0,0.0,,,,195.0,
LLAVERO MONEDERO,,LLAVERO MONEDERO 2,0.0,0.0,750.0,0.0,,,,0.0,
,,LLAVERO MONEDERO 4,37.0,0.0,900.0,0.0,,,,0.0,
,,LLAVERO MONEDERO 6,9.0,0.0,950.0,0.0,,,,0.0,
,,LLAVERO MONEDERO BUBU,0.0,0.0,1300.0,0.0,,,,0.0,
LLAVERO MONEDERO 3,,LLAVERO MONEDERO REBAJA,0.0,0.0,400.0,0.0,,,,0.0,
,,LLAVERO MUÑE,5.0,0.0,1100.0,0.0,,,,0.0,
,,LLAVERO OJO TURCO,7.0,0.0,750.0,0.0,,,,0.0,
LLAVERO ORUGA,,LLAVERO ORUGA,5.0,0.0,850.0,0.0,,,,0.0,
LLAVERO POMPÓN,,LLAVERO POMPÓN,2.0,0.0,850.0,0.0,,,,0.0,
,,LLAVERO POMPÓN 1,5.0,0.0,950.0,0.0,,,,0.0,
,,LLAVERO POMPÓN 2,6.0,0.0,1050.0,0.0,,,,0.0,
,,LLAVERO REBAJA,0.0,0.0,250.0,0.0,,,,0.0,
LLAVERO REBAJA,,LLAVERO REBAJA 1,0.0,0.0,350.0,2.0,,,,0.0,
,,LLAVERO REBAJA 2,1.0,0.0,500.0,0.0,,,,0.0,
LLAVEROS FIGURA,,LLAVEROS  FIGURA,0.0,130.0,650.0,0.0,,,,130.0,
LLAVEROS CON DETALLE,,LLAVEROS CON DETALLE,0.0,0.0,350.0,0.0,,,,0.0,
LLAVEROS CON FIGURA,,LLAVEROS CON FIGURA,21.0,267.0,1200.0,0.0,,,,267.0,
LOL,,LOL,0.0,2606.0,4500.0,0.0,,,,2606.0,
,,LONCHERAS,3.0,0.0,4000.0,0.0,,,,0.0,
LUCES BOMBILLO CHICO,,LUCES BOMBILLO CHICO,0.0,0.0,6500.0,0.0,,,,0.0,
LUCES BOMBILLO GRANDE,,LUCES BOMBILLO GRANDE,0.0,0.0,12000.0,0.0,,,,0.0,
LUCES DE NAVIDAD,,LUCES DE NAVIDAD,1.0,0.0,3500.0,0.0,,,,0.0,
LUCES EXTERIOR,,LUCES EXTERIOR,0.0,0.0,14000.0,0.0,,,,0.0,
LUCES NAV CORTINA,,LUCES NAV CORTINA,0.0,0.0,7500.0,0.0,,,,0.0,
LUZ LED,,LUZ LED,0.0,2800.0,10000.0,0.0,,,,2800.0,
LUZ NAV 1,,LUZ NAV 1,0.0,0.0,5000.0,0.0,,,,0.0,
LUZ NAV 2,,LUZ NAV 2,0.0,0.0,5500.0,0.0,,,,0.0,
LUZ NAV 3,,LUZ NAV 3,0.0,0.0,6500.0,0.0,,,,0.0,
LÁPIZ DE DIBUJO,,LÁPIZ DE DIBUJO,1.0,0.0,50.0,0.0,,,,0.0,
MACETAS GRANDES,,MACETAS GRANDES,0.0,714.0,2950.0,0.0,,,,714.0,
MACETAS MED,,MACETAS MED,0.0,445.0,1800.0,0.0,,,,445.0,
MACETAS MINI,,MACETAS MINI 1,2.0,0.0,1000.0,0.0,,,,0.0,
,,MACETAS MINI 2,0.0,0.0,2000.0,0.0,,,,0.0,
MACETAS SÚPER GRANDE,,MACETAS SÚPER GRANDE,0.0,0.0,1200.0,0.0,,,,0.0,
,,MANILLA 5,0.0,0.0,3000.0,0.0,,,,0.0,
,,MANILLA REBAJA,0.0,0.0,1500.0,0.0,,,,0.0,
MANILLAS 1,,MANILLAS 1,3.0,0.0,850.0,0.0,,,,0.0,
MANILLAS 2,,MANILLAS 2,2.0,0.0,1800.0,0.0,,,,0.0,
MANILLAS 3,,MANILLAS 3,0.0,586.0,2500.0,0.0,,,,577.97,
MANILLAS 4,,MANILLAS 4,0.0,0.0,500.0,0.0,,,,0.0,
MANILLAS ANTIMOSQUITOS,,MANILLAS ANTIMOSQUITOS,0.0,0.0,600.0,0.0,,,,0.0,
MARBELLINE,,MARBELLINE 1,10.0,167.0,650.0,0.0,,,,167.0,
,,MARBELLINE 2,10.0,0.0,1100.0,0.0,,,,0.0,
MARBELLINE DOBLE,,MARBELLINE DOBLE,0.0,0.0,850.0,0.0,,,,0.0,
MARCADOR PERMANENTE,,MARCADOR PERMANENTE,0.0,50.0,350.0,0.0,,,,50.0,
MASCARILLA FACIAL,,MASCARILLA FACIAL,32.0,134.0,550.0,0.0,,,,134.0,
MASCARILLA FACIAL 1,,MASCARILLA FACIAL 1,2.0,0.0,650.0,0.0,,,,0.0,
MASCARILLA LABIOS,,MASCARILLA LABIOS,4.0,111.0,450.0,0.0,,,,111.0,
MASCARILLA NARIZ,,MASCARILLA NARIZ,0.0,0.0,450.0,0.0,,,,0.0,
MASCARILLA OJOS,,MASCARILLA OJOS,5.0,45.0,450.0,0.0,,,,45.0,
MEDIAS DE NAVIDAD,,MEDIAS DE NAVIDAD,5.0,0.0,650.0,0.0,,,,0.0,
,,MEDIAS ESCUELA,12.0,0.0,850.0,0.0,,,,0.0,
,,MEDIAS ESCUELA 2,11.0,0.0,1000.0,0.0,,,,0.0,
,,MEDIAS KUROMI,0.0,0.0,950.0,0.0,,,,0.0,
,,MEDIAS MARCA,27.0,0.0,1300.0,0.0,,,,0.0,
MEDIAS MUÑE,,MEDIAS MUÑE,5.0,0.0,550.0,0.0,,,,0.0,
,,MEDIAS MUÑE 2,4.0,0.0,650.0,0.0,,,,0.0,
,,MEDIAS MUÑE 3,7.0,0.0,850.0,0.0,,,,0.0,
,,MEDIAS MUÑE 4,3.0,0.0,950.0,0.0,,,,0.0,
MEDIAS NIKE CORTAS,,MEDIAS NIKE CORTAS,0.0,260.0,950.0,0.0,,,,260.0,
MEDIAS NIKE LARGAS,,MEDIAS NIKE LARGAS,0.0,282.0,950.0,0.0,,,,282.0,
MEDIAS SIMPLES,,MEDIAS SIMPLES,15.0,217.0,750.0,0.0,,,,217.0,
MEDIAS STICH,,MEDIAS STICH,0.0,282.0,750.0,0.0,,,,282.0,
MEDIDOR,,MEDIDOR,0.0,0.0,2000.0,0.0,,,,0.0,
MERENDEROS (DANIEL),,MERENDEROS (DANIEL),0.0,0.0,4000.0,0.0,,,,0.0,
MERENDEROS,,MERENDEROS 1,0.0,800.0,3800.0,0.0,,,,769.28,
,,MERENDEROS 2,0.0,0.0,5500.0,0.0,,,,0.0,
MINAS 1,,MINAS 1,20.0,0.0,200.0,0.0,,,,0.0,
MINAS 2,,MINAS 2,0.0,0.0,700.0,0.0,,,,0.0,
MOCHILA 2,,MOCHILA 2,0.0,0.0,7500.0,0.0,,,,0.0,
MOCHILA DE SALIR,,MOCHILA DE SALIR,6.0,0.0,12000.0,0.0,,,,0.0,
,,MOCHILA NIÑO,1.0,0.0,7500.0,0.0,,,,0.0,
,,MOCHILA PELUCHE,0.0,0.0,4700.0,0.0,,,,0.0,
,,MOCHILA SALIR 2,0.0,0.0,10000.0,0.0,,,,0.0,
,,MOCHILA SIRENA,0.0,0.0,9500.0,0.0,,,,0.0,
,,MOCHILA UNICORNIO,0.0,0.0,6500.0,0.0,,,,0.0,
MOCHILAS COMBO,,MOCHILAS COMBO,0.0,0.0,5500.0,0.0,,,,0.0,
MOCHILAS COMBO LUZ,,MOCHILAS COMBO LUZ,0.0,0.0,9750.0,0.0,,,,0.0,
MOCHILAS DE MUJER,,MOCHILAS DE MUJER,0.0,0.0,12000.0,0.0,,,,0.0,
MONEDERO 1,,MONEDERO 1,2.0,2667.0,8000.0,0.0,,,,2667.0,
MONEDERO 10,,MONEDERO 10,0.0,2475.0,7600.0,0.0,,,,2475.0,
MONEDERO 11,,MONEDERO 11,0.0,2215.0,7000.0,0.0,,,,2215.0,
,,MONEDERO 12,3.0,0.0,4200.0,0.0,,,,0.0,
,,MONEDERO 13,0.0,0.0,3500.0,0.0,,,,0.0,
MONEDERO 2,,MONEDERO 2,0.0,1070.0,5500.0,0.0,,,,1055.14,
MONEDERO 3,,MONEDERO 3,2.0,1693.0,6000.0,0.0,,,,1693.0,
MONEDERO 4,,MONEDERO 4,0.0,1428.0,6800.0,0.0,,,,714.0,
MONEDERO 5,,MONEDERO 5,1.0,714.0,5300.0,0.0,,,,639.62,
MONEDERO 6,,MONEDERO 6,2.0,1250.0,6500.0,0.0,,,,1250.0,
MONEDERO 7,,MONEDERO 7,0.0,0.0,8200.0,0.0,,,,0.0,
,,MONEDERO 8,6.0,0.0,4500.0,0.0,,,,0.0,
MONEDERO CARTERITA,,MONEDERO CARTERITA,4.0,2300.0,6500.0,0.0,,,,1698.29,
MONEDERO CARTERITA 2,,MONEDERO CARTERITA 2,0.0,0.0,6000.0,0.0,,,,0.0,
MONO PANTALÓN DE HOMBRE,,MONO PANTALÓN DE HOMBRE,0.0,890.0,4900.0,0.0,,,,890.0,
MONOPANTALON,,MONOPANTALON,2.0,0.0,3800.0,0.0,,,,0.0,
MOUSE,,MOUSE,0.0,0.0,5000.0,0.0,,,,0.0,
,,MOÑO CORTO,3.0,0.0,2500.0,0.0,,,,0.0,
,,MOÑO LARGO,3.0,0.0,5000.0,0.0,,,,0.0,
MOÑO LAZO,,MOÑO LAZO,0.0,35.0,200.0,0.0,,,,35.0,
MUÑECAS MINI,,MUÑECAS MINI,0.0,0.0,850.0,0.0,,,,0.0,
,,MUÑECO ARENA,0.0,0.0,1200.0,0.0,,,,0.0,
MUÑECO DE NIEVE,,MUÑECO DE NIEVE,0.0,0.0,4000.0,0.0,,,,0.0,
MUÑECO NAV 1,,MUÑECO NAV 1,0.0,0.0,4500.0,0.0,,,,0.0,
MUÑECO NAV 2,,MUÑECO NAV 2,0.0,0.0,6300.0,0.0,,,,0.0,
,,MUÑECO SALTARIN,0.0,0.0,3000.0,0.0,,,,0.0,
MUÑECO SANTA,,MUÑECO SANTA,0.0,0.0,4750.0,0.0,,,,0.0,
MUÑECO SILICONA,,MUÑECO SILICONA,0.0,370.0,1350.0,0.0,,,,370.0,
MUÑEQUERAS,,MUÑEQUERAS,0.0,0.0,1700.0,0.0,,,,0.0,
NAILON REGALO 1,,NAILON REGALO 1,0.0,28.0,150.0,0.0,,,,28.0,
NAILON REGALO 2,,NAILON REGALO 2,0.0,0.0,250.0,0.0,,,,0.0,
NARUTO MED,,NARUTO MED,0.0,497.0,3500.0,0.0,,,,497.0,
NASO NIÑA,,NASO NIÑA,0.0,0.0,50.0,0.0,,,,0.0,
NEZUKO,,NEZUKO,0.0,2180.0,8000.0,0.0,,,,2180.0,
,,OJOS HALLOWEEN,0.0,0.0,200.0,0.0,,,,0.0,
ONE PIECE CHICO,,ONE PIECE CHICO,9.0,752.0,2750.0,0.0,,,,752.0,
ONE PIECE GRANDE,,ONE PIECE GRANDE,2.0,1746.0,5300.0,0.0,,,,1746.0,
,,ONE PIECE MEDIANO,2.0,0.0,4500.0,0.0,,,,0.0,
ORGANIZADORES,,ORGANIZADORES,0.0,270.0,950.0,0.0,,,,270.0,
,,OSITO DECORACIÓN,0.0,0.0,300.0,0.0,,,,0.0,
OSITOS LUZ,,OSITOS LUZ,0.0,223.0,300.0,0.0,,,,223.0,
OSO,,OSO,0.0,2500.0,10000.0,0.0,,,,2500.0,
PACHANGAS,,PACHANGAS,0.0,0.0,3800.0,0.0,,,,0.0,
PALITO DE TENDER,,PALITO DE TENDER,0.0,0.0,1500.0,0.0,,,,0.0,
,,PAMELAS,0.0,0.0,4500.0,0.0,,,,0.0,
PANDORA,,PANDORA 1,0.0,0.0,3200.0,0.0,,,,0.0,
PANDORA 1.1,,PANDORA 1.1,0.0,150.0,2300.0,0.0,,,,150.0,
PANDORA 2,,PANDORA 2,0.0,570.0,2800.0,0.0,,,,148.7,
PANDORA PULSO,,PANDORA PULSO,0.0,120.0,600.0,0.0,,,,120.0,
PANEL SOLAR,,PANEL SOLAR,0.0,0.0,2150.0,0.0,,,,0.0,
PANTYS,,PANTYS,0.0,434.0,1800.0,0.0,,,,419.53,
PAQUETE  PELLIZCO,,PAQUETE  PELLIZCO HEBILLA,0.0,0.0,750.0,0.0,,,,0.0,
,,PAQUETE BOLA NAV,2.0,74.0,3000.0,0.0,,,,74.0,
,,PAQUETE BOLA NAV 1,11.0,282.0,1400.0,0.0,,,,282.0,
PAQUETE FELPA,,PAQUETE FELPA 1,1.0,89.0,600.0,0.0,,,,89.0,
,,PAQUETE FELPA DETALLE,2.0,0.0,650.0,0.0,,,,0.0,
PAQUETE FELPA FLOR,,PAQUETE FELPA FLOR,4.0,0.0,650.0,0.0,,,,0.0,
,,PAQUETE HEBILLA BUBU,6.0,0.0,650.0,0.0,,,,0.0,
,,PAQUETE HEBILLA FELPA STICH,0.0,0.0,1200.0,0.0,,,,0.0,
PAQUETE FELPA SURTIDO,,PAQUETE HEBILLA PELLISQUITO,8.0,0.0,750.0,0.0,,,,0.0,
,,PAQUETE HEBILLA TIC TAC,11.0,0.0,800.0,0.0,,,,0.0,
PAQUETE PIÑA NAV,,PAQUETE PELLIZCO,6.0,0.0,900.0,0.0,,,,0.0,
,,PAQUETE PELLIZCO 1,5.0,0.0,850.0,0.0,,,,0.0,
PAQUETE PELLIZCO 2,,PAQUETE PELLIZCO 2,14.0,0.0,650.0,0.0,,,,0.0,
,,PAQUETE PELLIZCO FELPA,5.0,0.0,1500.0,0.0,,,,0.0,
,,PAQUETE PELLIZCO FELPA 1,6.0,0.0,750.0,0.0,,,,0.0,
,,PAQUETE PELLIZCO HEBILLA,5.0,0.0,900.0,0.0,,,,0.0,
,,PAQUETE PELLIZCO NAV,2.0,0.0,750.0,0.0,,,,0.0,
PAQUETES DE FELPAS,,PAQUETES DE FELPAS,24.0,0.0,650.0,0.0,,,,0.0,
PAQUETICO PELLIZCO,,PAQUETICO PELLIZCO,1.0,95.0,300.0,0.0,,,,95.0,
PAQUETICOS DE FELPAS,,PAQUETICOS DE FELPAS,0.0,0.0,400.0,0.0,,,,0.0,
PAR  ARETES 1,,PAR ARETES 1,5.0,217.0,550.0,0.0,,,,217.0,
PAR ARETES 2,,PAR ARETES 2,0.0,0.0,500.0,0.0,,,,328.3,
PAR ARETES GRANDE,,PAR ARETES GRANDE,0.0,0.0,650.0,0.0,,,,0.0,
PAR DE PEINES,,PAR DE PEINES,0.0,0.0,500.0,0.0,,,,0.0,
PAR DE TIC TAC,,PAR DE TIC TAC,0.0,0.0,100.0,0.0,,,,0.0,
PATICOS,,PATICOS,3.0,65.0,250.0,0.0,,,,65.0,
PAÑO DE COCINA,,PAÑO DE COCINA,0.0,0.0,450.0,0.0,,,,0.0,
PAÑUELO CABEZA,,PAÑUELO CABEZA,0.0,0.0,450.0,0.0,,,,0.0,
,,PAÑUELO PINTA,1.0,0.0,950.0,0.0,,,,0.0,
,,PAÑUELOS CABEZA HOMBRE,0.0,0.0,1500.0,0.0,,,,0.0,
PEACH,,PEACH,0.0,0.0,5000.0,0.0,,,,0.0,
PECHERA PERRO CHICA,,PECHERA PERRO CHICA,0.0,600.0,1500.0,0.0,,,,583.33,
PECHERA PERRO GRANDE,,PECHERA PERRO GRANDE,0.0,700.0,2000.0,0.0,,,,700.0,
,,PECHERA PRO,0.0,0.0,7000.0,0.0,,,,0.0,
