Clave,Unidad,Nombre,Cantidad,Costo,Precio,Cantidad Mínima,Precios Adicionales,Información Adicional,Categoría,Costo Promedio,
BOLSA REGALO 3,,BOLSA REGALO MED,0.0,173.0,850.0,0.0,,,,173.0,
BOLSA REGALO GRANDE,,BOLSA REGALO NAV,0.0,0.0,200.0,0.0,,,,0.0,
BOLSAS DE REGALO 2,,BOLSAS DE REGALO 2,0.0,0.0,350.0,0.0,,,,0.0,
BOLSAS REGALO 1,,BOLSAS REGALO 1,0.0,0.0,250.0,0.0,,,,0.0,
BOLSITO UNISEX,,BOLSITO UNISEX,0.0,3518.0,5500.0,0.0,,,,3518.0,
BOLSO H MANO 2,,BOLSO H MANO 1,1.0,0.0,7500.0,0.0,,,,0.0,
,,BOLSO H MANO 2,0.0,0.0,8000.0,0.0,,,,0.0,
,,BOLSO H PIERNA,0.0,0.0,5500.0,0.0,,,,0.0,
,,BOLSO HOMBRE,0.0,0.0,5500.0,0.0,,,,0.0,
,,BOLSO MUJER,0.0,0.0,6800.0,0.0,,,,0.0,
BOLSOS 1,,BOLSOS 1,3.0,1085.0,2200.0,0.0,,,,868.0,
BOLSOS 2,,BOLSOS 2,0.0,1025.0,3600.0,0.0,,,,0.0,
BOLSOS VOGUE,,BOLSOS VOGUE,0.0,850.0,2500.0,0.0,,,,850.0,
BOTA DE NAVIDAD CHICA,,BOTA DE NAVIDAD CHICA,0.0,0.0,800.0,0.0,,,,0.0,
BOTA DE NAVIDAD G,,BOTA DE NAVIDAD G,4.0,0.0,2100.0,0.0,,,,0.0,
BOTA NAV MEDIANA,,BOTA NAV MEDIANA,3.0,0.0,1750.0,0.0,,,,0.0,
,,BRILLO,8.0,0.0,1200.0,0.0,,,,0.0,
,,BRILLO 1,5.0,0.0,1300.0,0.0,,,,0.0,
,,BRILLO 2,6.0,0.0,1400.0,0.0,,,,0.0,
,,BRILLO 3,15.0,0.0,1800.0,0.0,,,,0.0,
BRILLO LISO 1,,BRILLO LISO 1,130.0,200.0,850.0,0.0,,,,200.0,
BRILLO LISO 2,,BRILLO LISO 2,6.0,0.0,1100.0,0.0,,,,0.0,
BRILLO LISO 3,,BRILLO LISO 3,24.0,148.0,700.0,0.0,,,,148.0,
,,BRILLO LISO 4,9.0,0.0,600.0,0.0,,,,0.0,
BRILLO LISO 5,,BRILLO LISO 5,9.0,213.0,950.0,0.0,,,,212.65,
,,BRILLO LISO DIOR,2.0,0.0,950.0,0.0,,,,0.0,
BROCHA DE BASE,,BROCHA DE BASE,0.0,0.0,950.0,0.0,,,,0.0,
BROCHA DE MAQUILLAJE MED,,BROCHA DE MAQUILLAJE MED,0.0,0.0,450.0,0.0,,,,0.0,
JUEGO BROCHA CHICO,,BROCHA JUEGO,3.0,0.0,1100.0,0.0,,,,0.0,
,,BROCHA MAQ 1,2.0,0.0,250.0,0.0,,,,0.0,
BROCHA DE MAQUILLAJE CHICA,,BROCHA MAQ 2,30.0,0.0,500.0,0.0,,,,0.0,
,,BROCHA MAQ 3,0.0,0.0,750.0,0.0,,,,0.0,
,,BROCHAS 4D,3.0,0.0,600.0,0.0,,,,0.0,
BUFANDA DE ADULTO,,BUFANDA DE ADULTO,0.0,0.0,950.0,0.0,,,,0.0,
BUFANDA DE NIÑO,,BUFANDA DE NIÑO,0.0,0.0,1500.0,0.0,,,,0.0,
BÁLSAMO,,BÁLSAMO,12.0,0.0,600.0,0.0,,,,0.0,
BÁLSAMO 2,,BÁLSAMO 2,10.0,0.0,700.0,0.0,,,,0.0,
,,BÁLSAMO 3,2.0,0.0,550.0,0.0,,,,0.0,
,,BÁLSAMO 4,14.0,0.0,800.0,0.0,,,,0.0,
,,BÁLSAMO 5,1.0,0.0,850.0,0.0,,,,0.0,
,,BÁLSAMO 6,10.0,0.0,1100.0,0.0,,,,0.0,
,,BÁLSAMO 7,9.0,0.0,1050.0,0.0,,,,0.0,
,,BÁLSAMO DIOR,4.0,0.0,1200.0,0.0,,,,0.0,
,,BÁLSAMO DIOR 2,6.0,0.0,1800.0,0.0,,,,0.0,
CADENA 1,,CADENA 1,1.0,521.0,1500.0,0.0,,Fantasía,,521.0,
CADENA 2,,CADENA 2,1.0,1303.0,3500.0,0.0,,Fantasía,,1303.0,
,,CADENA ACERO,0.0,0.0,2000.0,0.0,,,,0.0,
CAJA LOL,,CAJA LOL,0.0,0.0,16000.0,0.0,,,,0.0,
,,CALAVERA MINI,0.0,0.0,500.0,0.0,,,,0.0,
CALSONCILLO DE H,,CALSONCILLO DE H,0.0,208.0,900.0,0.0,,,,207.0,
CAMA PERRO CHICA,,CAMA PERRO CHICA,0.0,1800.0,4600.0,0.0,,,,1800.0,
CAMA PERRO GRANDE,,CAMA PERRO GRANDE,0.0,2100.0,4800.0,0.0,,,,2100.0,
,,CARRITOS,11.0,0.0,500.0,0.0,,,,0.0,
CARTERA DE H 1,,CARTERA DE H 1,2.0,2866.0,17000.0,0.0,,,,2866.0,
CARTERA DE H 2,,CARTERA DE H 2,0.0,4821.0,15000.0,0.0,,,,4821.0,
,,CARTERA DE H CHICA,0.0,0.0,5850.0,0.0,,,,0.0,
CARTERA DE H CHICA,,CARTERA DE H CHICA 1,1.0,0.0,3500.0,0.0,,,,0.0,
CARTERA DE H GRANDE,,CARTERA DE H GRANDE,0.0,0.0,7000.0,0.0,,,,0.0,
CARTERA DE H MED,,CARTERA DE H MED,0.0,0.0,6000.0,0.0,,,,0.0,
CARTERA DE H NUEVA CHICA,,CARTERA DE H NUEVA CHICA,3.0,0.0,13500.0,0.0,,Polo,,0.0,
CARTERA DE H NUEVA MED,,CARTERA DE H NUEVA MED,3.0,0.0,18500.0,0.0,,Polo,,0.0,
CARTERA DE HOMBRE NUEVA,,CARTERA DE HOMBRE NUEVA,1.0,0.0,10800.0,0.0,,,,0.0,
CARTERA DE M GRANDE,,CARTERA DE M GRANDE 1,0.0,1785.0,7500.0,0.0,,,,1785.0,
CARTERA DE M GRANDE 2,,CARTERA DE M GRANDE 2,0.0,2223.0,8000.0,1.0,,,,2223.0,
CARTERA DE M GRANDE 3,,CARTERA DE M GRANDE 3,0.0,0.0,11500.0,0.0,,,,0.0,
CARTERA DE M GRANDE 4,,CARTERA DE M GRANDE 4,6.0,3648.0,13500.0,0.0,,,,3648.0,
CARTERA DE NIÑA,,CARTERA DE NIÑA,0.0,1800.0,4600.0,0.0,,,,1800.0,
,,CARTERA H CHICA 2,0.0,0.0,4500.0,0.0,,,,0.0,
CARTERA HOMBRE NUEVA GRANDE,,CARTERA HOMBRE NUEVA GRANDE,0.0,3850.0,18000.0,0.0,,,,3850.0,
,,CARTERA M MED,0.0,0.0,2500.0,0.0,,,,0.0,
CARTERA M G REBAJA,,CARTERA M REBAJA,0.0,1785.0,5500.0,0.0,,,,1785.0,
CARTERA MUJER 1,,CARTERA MUJER 1,6.0,0.0,10500.0,0.0,,,,0.0,
,,CARTERA MUJER 2,0.0,0.0,5000.0,0.0,,,,0.0,
CARTERA SALIR GRANDE 2,,CARTERA MUJER ELEGANTE,1.0,4445.0,14500.0,0.0,,,,4445.0,
CARTERA SALIR GRANDE 1,,CARTERA SALIR GRANDE 1,0.0,0.0,16500.0,0.0,,,REBAJA DE PRECIOS,0.0,
CARTERAS DE SALIR G 1,,CARTERAS DE SALIR G 1,0.0,5733.0,16000.0,0.0,,,,5733.0,
CARTERAS DE SALIR G 2,,CARTERAS DE SALIR G 2,0.0,2223.0,10500.0,0.0,,,,2555.39,
CARTERITA DE CELULAR 1,,CARTERITA DE CELULAR 1,0.0,1085.0,1800.0,0.0,,,,0.0,
CARTERITA DE CELULAR 2,,CARTERITA DE CELULAR 2,0.0,860.0,2500.0,0.0,,,,0.0,
,,CARTERITA MUJER,0.0,0.0,5000.0,0.0,,,,0.0,
CARTERITA PELUSA,,CARTERITA PELUSA,0.0,0.0,350.0,0.0,,,,0.0,
,,CARTERITA UNICORNIO,0.0,0.0,3800.0,0.0,,,,0.0,
,,CARTERITAS LAZO,0.0,0.0,3500.0,0.0,,,,0.0,
CARTERITAS POPIT,,CARTERITAS POPIT 1,0.0,0.0,2500.0,0.0,,Niña,,0.0,
,,CARTERITAS POPIT 2,3.0,0.0,4500.0,0.0,,,,0.0,
,,CARTERITAS POPIT 3,7.0,0.0,5000.0,0.0,,,,0.0,
CARTUCHERA 1,,CARTUCHERA 1,8.0,148.0,850.0,0.0,,,,148.0,
CARTUCHERAS 3D,,CARTUCHERAS 3D,0.0,556.0,2500.0,0.0,,,,556.0,
CEPILLO DE DIENTE,,CEPILLO DE DIENTE,0.0,0.0,400.0,0.0,,,,0.0,
CEPILLO LAVAR,,CEPILLO LAVAR,0.0,170.0,600.0,0.0,,,,170.0,
CEPILLO NIÑA,,CEPILLO NIÑA,0.0,0.0,360.0,0.0,,Pelo,,0.0,
CESTOS,,CESTOS,0.0,302.0,1500.0,0.0,,,,302.0,
CHANCLETAS DE H (DANIEL),,CHANCLETAS DE H (DANIEL),0.0,0.0,2000.0,0.0,,,,0.0,
CHANCLETAS DE M,,CHANCLETAS DE M,0.0,0.0,3000.0,0.0,,,,0.0,
CHANCLETAS DE NIÑO,,CHANCLETAS DE NIÑO,0.0,0.0,600.0,0.0,,,,0.0,
CHAPITAS MANGA,,CHAPITAS MANGA,0.0,0.0,400.0,0.0,,,,0.0,
,,CINTA ADVERTENCIA,0.0,0.0,2300.0,0.0,,,,0.0,
,,CINTA CABEZA,0.0,0.0,1200.0,0.0,,,,0.0,
CINTA PELO CHICA,,CINTA PELO G.,7.0,74.0,1600.0,0.0,,,,74.0,
CINTA PELO GRAND,,CINTA PELO GRAND,7.0,93.0,650.0,0.0,,,,93.0,
,,CINTA PELO MEDIANA,19.0,0.0,550.0,0.0,,,,0.0,
,,CINTILLO 1,4.0,0.0,750.0,0.0,,,,0.0,
,,CINTILLO 4,1.0,0.0,1000.0,0.0,,,,0.0,
,,CINTILLO 5,11.0,0.0,1500.0,0.0,,,,0.0,
,,CINTILLO 6,1.0,0.0,1200.0,0.0,,,,0.0,
,,CINTILLO 7,8.0,0.0,2000.0,0.0,,,,0.0,
,,CINTILLO REBAJA,0.0,0.0,500.0,0.0,,,,0.0,
CINTILLOS 2,,CINTILLOS 2,4.0,0.0,600.0,0.0,,,,0.0,
CINTILLOS 3,,CINTILLOS 3,14.0,0.0,950.0,0.0,,,,0.0,
CINTILLOS HOLLOWEEN,,CINTILLOS HOLLOWEEN,0.0,0.0,550.0,0.0,,,,0.0,
CINTILLOS MAQUILLAJE,,CINTILLOS MAQUILLAJE,3.0,0.0,1500.0,0.0,,,,0.0,
CINTILLOS NAV,,CINTILLOS NAV,4.0,0.0,1000.0,0.0,,,,0.0,
,,CINTO MUJER,5.0,0.0,2000.0,0.0,,,,0.0,
COLADERA CHICA,,COLADERA CHICA,1.0,300.0,650.0,0.0,,,,300.0,
COLADERA GRANDE,,COLADERA GRANDE,1.0,300.0,1800.0,0.0,,,,225.0,
COLADERA MED,,COLADERA MED,0.0,300.0,1200.0,0.0,,,,262.5,
COLGANTE CELULAR,,COLGANTE CELULAR,4.0,0.0,500.0,0.0,,,,0.0,
,,COLLAR MASCOTA,6.0,0.0,1100.0,0.0,,,,0.0,
COLLAR PERRO,,COLLAR PERRO,0.0,183.0,600.0,0.0,,,,183.0,
COLLAR PERRO CHICO,,COLLAR PERRO CHICO,0.0,400.0,1500.0,0.0,,,,400.0,
COLLAR PERRO GRANDE,,COLLAR PERRO GRANDE,0.0,600.0,1950.0,0.0,,,,600.0,
COMPACTO,,COMPACTOS,0.0,866.0,1500.0,1.0,,,,866.0,
CONDONES,,CONDONES,0.0,0.0,60.0,0.0,,,,0.0,
CONTADOR DE BILLETE,,CONTADOR DE BILLETE,0.0,0.0,15000.0,0.0,,,,0.0,
,,COQUITOS 2,0.0,0.0,500.0,0.0,,,,0.0,
CORPIÑO DE NIÑA,,CORPIÑO DE NIÑA,0.0,0.0,500.0,0.0,,,,0.0,
CORRECTOR DE PLUMA,,CORRECTOR DE PLUMA,0.0,0.0,300.0,0.0,,,,0.0,
CORRECTOR OJERA CHICO,,CORRECTOR OJERA CHICO,11.0,176.0,850.0,0.0,,,,176.0,
CORRECTOR OJERA GRAND,,CORRECTOR OJERA GRAND,25.0,232.0,1300.0,0.0,,,,232.0,
,,CORRECTOR OJERA MED,0.0,0.0,650.0,0.0,,,,0.0,
CORRECTOR OJERA MINI,,CORRECTOR OJERA MINI,0.0,0.0,550.0,0.0,,,,0.0,
CORTAUÑAS,,CORTAUÑAS,0.0,50.0,400.0,0.0,,,,50.0,
CORTINA DE BAÑO,,CORTINA DE BAÑO,0.0,0.0,2100.0,0.0,,,,0.0,
,,COSMETIQUERA CHICA,1.0,0.0,1100.0,0.0,,,,0.0,
,,COSMETIQUERA GRANDE,6.0,0.0,5500.0,0.0,,,,0.0,
,,COSMETIQUERA MEDIANA,3.0,0.0,2200.0,0.0,,,,0.0,
,,COSMETIQUERAS 1,1.0,0.0,2000.0,0.0,,,,0.0,
,,COSMETIQUERAS 2,2.0,0.0,3500.0,0.0,,,,0.0,
CREMA BLANQUEADORA,,CREMA BLANQUEADORA,0.0,390.0,1500.0,0.0,,,,390.0,
CREMA FACIAL,,CREMA FACIAL,0.0,645.0,2500.0,0.0,,,,645.0,
CREMA FACIAL ACLARANTE,,CREMA FACIAL ACLARANTE,0.0,0.0,2500.0,0.0,,,,0.0,
,,CREMA FACIAL CHICA,1.0,0.0,2000.0,0.0,,,,0.0,
CREMA PERFUMADA,,CREMA PERFUMADA,2.0,0.0,1800.0,0.0,,,,0.0,
,,CREMA PIES,1.0,0.0,1500.0,0.0,,,,0.0,
CREYON,,CREYON,6.0,0.0,700.0,0.0,,,,0.0,
CREYON 1,,CREYON 1,18.0,0.0,650.0,0.0,,,,0.0,
,,CREYON 2,2.0,0.0,950.0,0.0,,,,0.0,
,,CREYON 3,3.0,0.0,800.0,0.0,,,,0.0,
,,CREYON 4,18.0,0.0,850.0,0.0,,,,0.0,
,,CREYON DIOR,4.0,0.0,1200.0,0.0,,,,0.0,
CREYON HOLLOWEEN,,CREYON HOLLOWEEN,0.0,0.0,550.0,0.0,,,,0.0,
,,CREYON PERM,5.0,0.0,1200.0,0.0,,,,0.0,
CREYON PERM 2,,CREYON PERM 2,1.0,173.0,750.0,0.0,,,,173.0,
CREYON PERM 3,,CREYON PERM 3,7.0,0.0,800.0,0.0,,,,11.04,
CREYON PERM 4,,CREYON PERM 4,6.0,260.0,900.0,0.0,,,,260.0,
CREYON PERM 5,,CREYON PERM 5,27.0,0.0,700.0,0.0,,,,0.0,
CREYON PERMANENTE,,CREYON PERMANENTE,4.0,0.0,550.0,3.0,,,,0.0,
,,CREYON PERMANENTE DIOR,10.0,0.0,1200.0,0.0,,,,0.0,
,,CREYON PERMANENTE DIOR 1,3.0,0.0,1500.0,0.0,,,,0.0,
CREYON PERMANENTE DOBLE,,CREYON PERMANENTE DOBLE,17.0,163.0,950.0,0.0,,,,163.0,
,,CREYON REBAJA,5.0,0.0,150.0,0.0,,,,0.0,
,,CUADRITO DIAMANTE,1.0,0.0,1500.0,0.0,,,,0.0,
CUADRO,,CUADRO,0.0,0.0,3000.0,0.0,,,,0.0,
,,CUBITOS,0.0,0.0,800.0,0.0,,,,0.0,
CUBO RUBIK,,CUBO RUBIK,8.0,0.0,3500.0,0.0,,,,0.0,
CUCHILLOS,,CUCHILLOS,1.0,0.0,500.0,0.0,,,,0.0,
CÁPSULA FACIAL,,CÁPSULA FACIAL,4.0,0.0,2300.0,0.0,,,,0.0,
,,CÁPSULAS PELO,2.0,0.0,3200.0,0.0,,,,0.0,
DELINEADOR 1,,DELINEADOR 1,0.0,0.0,450.0,0.0,,,,0.0,
DELINEADOR 2,,DELINEADOR 2,13.0,70.0,650.0,0.0,,,,70.0,
,,DELINEADOR LABIOS,2.0,0.0,400.0,0.0,,,,0.0,
DELINEADOR PLUMÓN,,DELINEADOR PLUMÓN,8.0,0.0,850.0,0.0,,,,0.0,
DELINEADOR PLUMÓN REBAJA,,DELINEADOR PLUMÓN REBAJA,0.0,0.0,200.0,0.0,,,,0.0,
DEMON,,DEMON,0.0,0.0,4200.0,0.0,,,,0.0,
DETALLES DE UÑAS,,DETALLES DE UÑAS,0.0,0.0,600.0,0.0,,,,0.0,
DIJE,,DIJE,0.0,0.0,850.0,0.0,,Acero,,0.0,
,,DIJE MOVIL,24.0,0.0,600.0,0.0,,,,0.0,
DUENDES NAV,,DUENDES NAV,0.0,0.0,6300.0,0.0,,,,0.0,
,,ENCENDEDORES,0.0,0.0,350.0,0.0,,,,0.0,
ENGUATADAS DE H,,ENGUATADAS DE H,0.0,0.0,2500.0,0.0,,,,0.0,
ESCLAVA,,ESCLAVA,2.0,535.0,2000.0,0.0,,,,535.0,
,,ESCLAVA REBAJA,0.0,0.0,500.0,0.0,,,,0.0,
ESCOBAS,,ESCOBAS,0.0,0.0,950.0,0.0,,,,0.0,
ESENCIAS,,ESENCIAS,0.0,0.0,340.0,0.0,,,,0.0,
,,ESPEJO CEJAS,0.0,0.0,650.0,0.0,,,,0.0,
ESPEJUELOS GRADUADOS 1,,ESPEJUELOS GRADUADOS 1,0.0,0.0,1800.0,0.0,,,,0.0,
ESPEJUELOS GRADUADOS 2,,ESPEJUELOS GRADUADOS 2,192.0,0.0,3000.0,0.0,,,,0.0,
,,ESPEJUELOS TRANSPARENTES,5.0,0.0,2500.0,0.0,,,,0.0,
ESPONJA ALUMINIO,,ESPONJA ALUMINIO,5.0,62.5,250.0,0.0,,,,62.5,
ESPONJA BAÑO,,ESPONJA BAÑO,0.0,144.0,500.0,0.0,,,,144.0,
ESPONJAS DE FREGAR,,ESPONJAS DE FREGAR,0.0,0.0,200.0,0.0,,,,0.0,
ESPONJAS DE MAQUILLAJE,,ESPONJAS DE MAQUILLAJE,0.0,0.0,250.0,0.0,,,,0.0,
ESPONJITA,,ESPONJITA,0.0,0.0,400.0,0.0,,,,0.0,
,,ESQUELETOS,0.0,0.0,3500.0,0.0,,,,0.0,
ESTUCHE DE MAQUILLAJE GRANDE,,ESTUCHE DE MAQUILLAJE GRANDE,0.0,0.0,950.0,0.0,,,,0.0,
,,ESTUCHE ESPEJUELOS,2.0,0.0,1500.0,0.0,,,,0.0,
ESTUCHE MAQUILLAJE CHICO,,ESTUCHE MAQUILLAJE CHICO,0.0,0.0,1200.0,0.0,,,,0.0,
ESTUCHE MAQUILLAJE MINI,,ESTUCHE MAQUILLAJE MINI,0.0,0.0,400.0,0.0,,,,0.0,
EXFOLIANTE,,EXFOLIANTE,0.0,0.0,1500.0,0.0,,,,0.0,
FAJAS,,FAJAS,2.0,0.0,3500.0,0.0,,,,0.0,
,,FAROLAS H.,0.0,0.0,2300.0,0.0,,,,0.0,
,,FELPA DETALLE,5.0,0.0,750.0,0.0,,,,0.0,
,,FELPA FLOR 1,1.0,0.0,550.0,0.0,,,,0.0,
,,FELPA FLOR 2,0.0,0.0,750.0,0.0,,,,0.0,
,,FELPA FLOR 3,7.0,0.0,950.0,0.0,,,,0.0,
FELPA LAZO 2,,FELPA LAZO 2,4.0,238.0,600.0,0.0,,,,165.0,
,,FELPA LAZO 3,4.0,0.0,850.0,0.0,,,,0.0,
FELPA LAZO 3,,FELPA LAZO 4,2.0,173.0,750.0,0.0,,,,162.19,
,,FELPA LAZO 5,0.0,0.0,1500.0,0.0,,,,0.0,
,,FELPA LAZO 6,0.0,0.0,500.0,0.0,,,,0.0,
,,FELPA OSITO,0.0,0.0,400.0,0.0,,,,0.0,
,,FELPA PLATEADA,17.0,0.0,550.0,0.0,,,,0.0,
,,FELPA SCRUNCH 1,10.0,0.0,350.0,0.0,,,,0.0,
,,FELPA SCRUNCH 2,15.0,0.0,500.0,0.0,,,,0.0,
,,FELPA SCRUNCH 3,4.0,0.0,650.0,0.0,,,,0.0,
FELPAS CHICAS,,FELPAS CHICAS,0.0,55.0,400.0,0.0,,Bolas,,55.0,
FELPAS CHICAS PAR,,FELPAS CHICAS PAR,5.0,152.0,700.0,0.0,,,,152.0,
,,FELPAS DETALLE,0.0,0.0,600.0,0.0,,,,0.0,
FELPAS DONA,,FELPAS DONA,2.0,110.0,650.0,0.0,,,,110.0,
,,FELPAS DORADAS,0.0,0.0,550.0,0.0,,,,0.0,
FELPAS GAMUSA,,FELPAS GAMUSA,0.0,0.0,250.0,0.0,,,,0.0,
FELPAS GRANDES,,FELPAS GRANDES,0.0,0.0,300.0,0.0,,,,0.0,
FELPAS MUÑE,,FELPAS MUÑE,0.0,0.0,650.0,0.0,,Peluza,,0.0,
FELPAS PAR,,FELPAS PAR,0.0,60.0,450.0,0.0,,,,60.0,
FELPAS TRIO,,FELPAS TRIO,0.0,0.0,450.0,0.0,,,,0.0,
FIGURA NARUTO CHICO,,FIGURA NARUTO CHICO,12.0,497.0,2350.0,0.0,,,,171.38,
FIGURA NAV,,FIGURA NAV,0.0,0.0,950.0,0.0,,,,0.0,
,,FIGURAS HARRY POTTER,3.0,0.0,5300.0,0.0,,,,0.0,
,,FIGURAS KITTY,8.0,0.0,2500.0,0.0,,,,0.0,
FIGURAS MANGAS,,FIGURAS MANGAS 1,10.0,0.0,4500.0,0.0,,,,0.0,
FIGURAS MANGAS CHICA,,FIGURAS MANGAS CHICA,22.0,684.0,3500.0,0.0,,,,645.61,
FIGURAS MARIO,,FIGURAS MARIO,2.0,0.0,4100.0,0.0,,,,0.0,
FIGURAS MARIO GRANDE,,FIGURAS MARIO GRANDE,2.0,1042.0,5300.0,0.0,,,,1042.0,
FIGURAS MARVEL CHICA,,FIGURAS MARVEL CHICAS,1.0,0.0,3200.0,0.0,,,,0.0,
FIGURAS MARVEL MEDIANAS,,FIGURAS MARVEL MEDIANAS,3.0,0.0,4500.0,0.0,,,,0.0,
FIGURAS REBAJA,,FIGURAS REBAJA,4.0,0.0,1000.0,0.0,,,,0.0,
FINISH,,FINISH,5.0,0.0,1500.0,0.0,,,,0.0,
,,FORRO ASIENTO MOTO,2.0,0.0,4500.0,0.0,,,,0.0,
